incident_date,INCDTNO,RAILROAD,TYPPERS,CASFATAL,COUNTY,EVENT,narrative,LATITUDE,LONGITUD
2018-07-06,68075,LI,A,N,SUFFOLK,06,EE was bitten by a customers dog on the side of his abdomen above his belt._NA_NA,0,0
2018-07-06,68066,LI,A,N,SUFFOLK,38,Employee was climbing up on equipment from ground level when he went to properly pull himself up wit_h his left arm he felt burning and grinding in his left shoulder._NA,0,0
2018-07-06,68370,LI,D,N,NEW YORK,99,"On Friday, July 6, 2018, at approximately 0710 hours, PO Gallucci had a pick up of an aided-injured_in the Exit Concourse of Penn Station.  The aided was complaining of pain to her left knee, no visua_l injury was observed. EMS was notified. The aided",0,0
2018-07-06,68072,LI,A,N,QUEENS,56,"While walking in Harold interlocking between main line #1 and Port Wash #2, employee K. Levin was wa_lking on signal wire box when he fell through twisting ankle. Employee is on way to hospital._NA",0,0
2018-07-06,68095,LI,A,N,QUEENS,60,"While removing load leveler from truck and piping, the load leveler fell on left thumb._NA_NA",0,0
2018-07-07,68371,LI,D,N,NEW YORK,34,"On Saturday, July 7, 2018, at approximately 2321 hours, PO Torres and I (PO Haver) had a pick-up of_an Aided-Injured now known as Mendoza, Soledad (DOB: 01/18/1974) on the platform area of track 15 do_wn the stair case of the Exit Concourse of Penn St",0,0
2018-07-08,68387,LI,C,N,NEW YORK,68,"Customer was commuting into Penn Station.  Commuter exiting train #7479, Door closed causing commute_r to fall onto the platform._NA",0,0
2018-07-09,68076,LI,A,N,NASSAU,51,"EE tripped while walking to the trainmans room. EE refused medical and got band aids and an ice pack_from ATM Villano. EE cut and received abrasions to left knee, right shin, thumb, index finger and m_iddle finger of left hand. Swelling also occurred",0,0
2018-07-09,68081,LI,A,N,SUFFOLK,70,"EE was walking in between cars, tripped and felt a pain on top of his left ankle._NA_NA",0,0
2018-07-10,68086,LI,A,N,QUEENS,09,1/2` long cut on back of left hand due to getting caught between an armature on the work bench and a_n armature that he was moving with a crane to the same bench._NA,0,0
2018-07-11,68084,LI,A,N,QUEENS,24,Employee received an electric shock when he touched a car marker with his left hand while platformed_at Hollis Station._NA,0,0
2018-07-12,68368,LI,C,N,SUFFOLK,70,"Responded to the Central Islip station for a report of an aided female commuter on the south side pl_atform.  Upon arrival, met with aided Bamuche who stated she tripped and fell on the platform while_deboarding train #2068.  Aided further stated abra",0,0
2018-07-13,68363,LI,D,N,QUEENS,34,"On Friday, July 13, 2018 at approximately 2035 hours, I, PO Hansen (Shield#2526) and PO Garcia (Shie_ld #2552) while on routine patrol were informed by a commuter to a possible aided at the bottom of t_he escalator leading to the subway from the LIRR l",0,0
2018-07-13,68346,LI,A,N,QUEENS,18,"On 07/13/2018, employee was involved in a motor vehicle accident . On 07/16/2018, employee reported_back pain and requested an ambulance at the end of his shift._NA",0,0
2018-07-16,68160,LI,A,N,NASSAU,68,Employee cut his left hand palm while trying to remove a zip tie with a knife_NA_NA,0,0
2018-07-17,68375,LI,C,N,QUEENS,52,"On Tuesday, July 17, 2018 at 1619 hrs, LIRR Assistant StationMaster James Rashard called District 3_to report that on Platform B  was a female aided that had slipped and fell on board train # 2857. On_arrival, contact was made with Ms. Escobar who st",0,0
2018-07-17,68132,LI,A,N,SUFFOLK,56,Employee was walking up a ballast incline and injured her left knee._NA_NA,0,0
2018-07-18,68154,LI,E,Y,SUFFOLK,32,"EASTBOUND TRAIN2088 REPORTED STRIKING A TRESPASSER AT THE STRAIGHT PATH CROSSING IN WYANDANCH. ADULT_MALE TRESPASSER  OF UNKNOWN AGE, WAS RIDING A BICYCLE AND WENT AROUND THE DOWNED CROSSING GATES AND_WAS STRUCK BY THE PASSING TRAIN, THE ENGINEER PUT",73.36036,-40.75427
2018-07-19,68137,LI,A,N,QUEENS,74,Employee was walking from his work station to the HSF Contact Shop bathroom.  In his travels he walk_ed past one of the shop floor fans.  As soon as he passed the fan he felt an object hit his left eye_.,0,0
2018-07-20,68381,LI,D,N,QUEENS,34,"On Friday, July 20, 2018 at approximately 2104 hours, responded to street level track 6/7 staircase_at Jamaica Station for an aided that fell down the stairs with possible head injury.  Upon arrival,_observed female aided on the ground with laceratio",0,0
2018-07-21,68209,LI,A,N,NEW YORK,21,EMPLOYEE RIDING TRAIN FROM WEST SIDE YARD TO PENN STATION REPORTED HITTING THE LEFT SIDE OF HER HEAD_WHEN THE TRAIN STOPPED SUDDENLY AND ABRUPTLY. TRAIN DERAILED ON 3-LEAD._NA,40.754344,-74.001383
2018-07-21,68155,LI,A,N,KINGS,20,Employee experienced pain in his neck and back closing the window in cab of car No. 7181 while on Tr_ain 6721._NA,0,0
2018-07-22,68139,LI,A,N,SUFFOLK,38,"EE was climbing up from ground level on walkway between 2 and 3 track to the car no. 7792 r1 door, w_hile climbing up on car 7792 r1 door he felt pain in his lower back._NA",0,0
2018-07-22,68156,LI,A,N,NEW YORK,34,"While standing on 1 track at scene of derailment, employee stepped back and fell over debris at scen_e.  Swelling/bruising right leg.  Employee was directed to sit in truck UFN._NA",0,0
2018-07-23,68376,LI,D,N,NEW YORK,70,"On Monday, July 23, 2018, at approximately 2359 hours, 2A officers were advised to respond to Port W_ashington Station for a report of an aided injured female coming into the station.  Upon arrival, th_e aided, later identified as King, Shannon (DOB: 0",0,0
2018-07-23,68369,LI,C,N,NEW YORK,68,"On Monday, July 23, 2018 at approximately 0900 hours, PO Hui approached by a female commuter stating_she was hit in the head by a closing train door on track 15 while deboarding train 425.  The female_, Erica Surgeary, refused medical attention from E",0,0
2018-07-24,68164,LI,A,N,QUEENS,75,Employee using right arm twisted his arm and shoulder when the drill got jammed and caught. PTC Eng_165._NA,0,0
2018-07-25,68163,LI,A,N,QUEENS,53,"Employee was walking down a small flight of concrete steps on 14 track when he slipped on a puddle o_f oil, lost his footing and twisted his ankle._NA",0,0
2018-07-25,68253,LI,A,N,SUFFOLK,38,"Putting garbage into dumpster and pulled muscle in back, neck and stomach._NA_NA",0,0
2018-07-26,68372,LI,D,N,NEW YORK,34,"On Thursday, July 26, 2018, at approximately 1643 hours, PO Gallucci and PO Wozny, had pick up an Ai_ded-Female, in Penn Station on the platform for tracks 20/21. The aided stated, she was walking down_the staircase to board a train on Track 21.  She",0,0
2018-07-26,68219,LI,A,N,NASSAU,51,"When coming down the embankment on South side of F164 Location, employee slipped and injured his lef_t knee._NA",0,0
2018-07-27,68373,LI,D,N,NASSAU,70,"On Friday, July 27, 2018 at approximately 1148 hours, MTA PD Central Communications advised of an ai_ded male in Bellmore Station that fell and hit the back of head.  I, PO Jenkins, along with PO McGee_reported to the location and was advised that the",0,0
2018-07-28,68218,LI,A,N,KINGS,53,Twisted knee while pulling cable in Atlantic Avenue tunnel. Cable had lube on it causing employee to_slip._NA,0,0
2018-07-30,68217,LI,A,N,SUFFOLK,34,"While off-loading materials, employee injured left leg hamstring while stepping on the rear of 49L o_n bumper_NA",0,0
2018-07-30,68233,LI,A,N,QUEENS,54,Employee tripped while walking in the middle section of elevated platform between tracks 1 and 2 and_pulled her back._NA,0,0
2018-08-01,68509,LI,D,N,NASSAU,70,"Ms. Hill stated to both officers that while descending the eastbound staircase to the street level,_nearest the elevator, she fell and sustained pain to her left back side and buttocks. Aided further_stated that she was not pushed and was able to get",0,0
2018-08-02,68248,LI,A,N,SUFFOLK,51,"While backpack blowing large clumps of cut grass/vegetation along the right of way, John fell in a d_epression on the right of way injuring his left knee_NA",0,0
2018-08-03,68500,LI,C,N,NASSAU,70,"Female stated that while crossing over the platform to the train, she didnt realize and fell in the_gap between L-1005 westbound to Penn Station and the platform._NA",0,0
2018-08-05,68254,LI,A,N,QUEENS,70,Employee fell due to a broken manhole cover injuring his right hand and wrist._NA_NA,0,0
2018-08-06,68261,LI,E,Y,NASSAU,59,Train 5102 was traveling east at approximately 60 MPH when it struck a person who was reported to be_laying in the gauge of the track just west of the South Oyster Bay Road LIRR crossing._NA,40.754786,-73.501484
2018-08-06,68380,LI,A,N,QUEENS,99,TRESPASSER STRIKE_NA_NA,0,0
2018-08-06,68477,LI,E,Y,NASSAU,59,TRAIN 5102 STRUCK A PERSON LYING IN THE GAUGE OF THE TRACK WEST OF THE SOUTH OYSTER BAY ROAD CROSSIN_G_NA,40.754871,-73.501541
2018-08-06,68260,LI,A,N,QUEENS,99,Trespasser Strike_NA_NA,0,0
2018-08-06,68478,LI,E,Y,QUEENS,59,TRAIN 3012 FATALLY STRUCK A TRESPASSER AT THE EAST END OF WOODSIDE STATION. THE TRAIN WAS TRAVELING_AT APPROXIMATELY 45-55 MPH WHEN A PERSON JUMPED ONTO TRACK LEVEL._NA,40.744998,-73.902231
2018-08-09,68507,LI,D,N,SUFFOLK,34,Police Officers met 2 commuters who claim that they were going up the escalator to platform A when m_ale lost balance and fell backwards onto the female causing them both to fall down the escalator._NA,0,0
2018-08-09,68506,LI,D,N,SUFFOLK,34,Police Officers met 2 commuters who claim that they were going up the escalator to platform A when m_ale lost balance and fell backwards onto the female causing them both to fall down the escalator._NA,0,0
2018-08-09,68508,LI,D,N,NEW YORK,70,Police Officers met aided who stated that she tripped and fell while walking on the platform of Trac_k 15._NA,0,0
2018-08-13,68273,LI,A,N,QUEENS,56,"While walking towards 17 track, tripped over drain cover grate that was sticking up._NA_NA",0,0
2018-08-13,68274,LI,A,N,NEW YORK,53,Employees hand slipped on a wet grab iron while climbing off Train 109 (Car No. 7733) causing him to_fall to track level. Incident occurred in WSSY. Employee sustained a scrape to upper back and lower_back pain.,0,0
2018-08-13,68497,LI,C,N,QUEENS,07,"Female stated she boarded LIRR Train#909, from Jamaica to Atlantic terminal. While sliding into a 3-_seater aboard the train, she twisted her knee causing pain and discomfort. She stated that the floor_of the train was dry and clear.",0,0
2018-08-14,68494,LI,F,N,QUEENS,34,"CONTRACTOR WAS ON THE SCAFFOLD INSTALLING A BANNER WHEN THE BANNER GOT CAUGHT ON THE SCAFFOLD. AS TH_E CONTRACTOR TRIED TO LOOSEN THE BANNER FROM THE SCAFFOLD, IT TIPPED TO THE SIDE AND FELL ON TOP OF_THE CONTRACTOR.",0,0
2018-08-14,68276,LI,A,N,QUEENS,54,Possible dislocated right elbow. While removing a knuckle rail from a track trailer to the ground th_e frog clamp slipped on the rail causing employee to fall and get knocked into another stack of rail_close by.,0,0
2018-08-14,68328,LI,A,N,QUEENS,58,Track component (pretzel) hit the employee in the face. How: Employee used sledge hammer and struck_pretzel to remove. Pretzels with force hit adjacent plate and struck employee in the face._NA,40.6706,-73.5076
2018-08-14,68465,LI,F,N,QUEENS,34,"CONTRACTOR WAS ON THE SCAFFOLD INSTALLING A BANNER WHEN THE BANNER GOT CAUGHT ON THE SCAFFOLD. AS TH_E CONTRACTOR TRIED TO LOOSEN THE BANNER FROM THE SCAFFOLD, IT TIPPED TO THE SIDE AND FELL ON TOP OF_THE CONTRACTOR.",0,0
2018-08-15,68329,LI,A,N,NASSAU,38,"Employee threw up, felt light headed. Employee was sat down in the shade and given water, then drive_n back to headquarters to sit in air conditioning._NA",0,0
2018-08-15,68308,LI,A,N,QUEENS,23,EE sustained a bruised right eardrum due to catenary wire explosion when his conductor came into con_tact with the wire._NA,0,0
2018-08-15,68498,LI,C,N,NEW YORK,70,"Female aided who stated that as she attempted o gain entry to train#2090 car#7739, her left leg went_into the gap between the train and the platform. Platform area where female/aided entered the train_was free and clear of any debris or any imperfect",0,0
2018-08-15,68505,LI,D,N,NASSAU,70,Police Officers met female at North Shore Manhasset Hospital who stated that she was at the Manhasse_t station walking down the stairs and fell head first onto the platform. Aided was wearing high heel_shoes and stated that there were no debris on the,0,0
2018-08-15,68295,LI,A,N,QUEENS,68,While completing daily inspection cab car 5016 and closing south side cabinet door left ring finger_got caught in cabinet door while closing it._NA,0,0
2018-08-15,68307,LI,A,N,QUEENS,23,EE came into contact with catenary wire and sustained electrical shock. EE sustained burns and broke_n bones due to being thrown._NA,0,0
2018-08-16,68330,LI,A,N,QUEENS,51,The employee was digging out 2 timbers for replacement and slipped into the hole he was digging and_felt a pop in his right knee. He could not put his weight on his right knee._NA,0,0
2018-08-16,68458,LI,E,Y,SUFFOLK,59,"ON THURSDAY, AUGUST 16, 2018 AT APPROXIMATELY 7:05 PM, THE ENGINEER OF TRAIN 2740 REPORTED STRIKING_A TRESPASSER EAST OF THE SECOND CROSSING.  THE ENGINEER WAS OPERATING EAST ON SINGLE TRACK, MONTAUK_BRANCH AT APPROXIMATELY 60 MPH.",40.797282,-72.879595
2018-08-20,68496,LI,C,N,NASSAU,70,"Police Officers met aided who stated that `I was taken the 0705PM train to Penn Station out of LIRR_Huntington when tripped and fell over the yellow bumps on the platform causing injury to my right wr_ist, left elbow, right knee",0,0
2018-08-20,68332,LI,A,N,SUFFOLK,73,Employee sustained burn to arm while installing 3rd rail cable._NA_NA,0,0
2018-08-20,68333,LI,A,N,SUFFOLK,74,Employee doing repairs on Pay loader M756 at Pine Aire Yard got debris and/or dirt in his eye. Emplo_yee driven to local emergency room by another employee._NA,0,0
2018-08-20,68461,LI,E,Y,SUFFOLK,59,"ENGINEER OF TRAIN 28270 STATED THAT WHILE OPERATING WESTBOUND TRAIN 2701 AT APPROXIMATELY 30MPH, HE_SAW THE PEDESTRIAN LAYING ON BALLAST SOUTH OF THE RAIL WITH HIS ARMS OVER THE SOUTH RAIL. HE SOUNDED_THE HORN AND PLACED THE TRAIN INTO EMERGENCY BUT",40.895719,-72.388161
2018-08-20,68331,LI,A,N,SUFFOLK,73,Employee sustained burn to arm while installing 3rd rail cable_NA_NA,0,0
2018-08-21,68347,LI,A,N,QUEENS,58,"TRACK WORKER CUTTING BOLTS OFF SPLICE BAR, BOLT SHOT APPROX. 15 FEET AND STRUCK EMPLOYEE ON THE LEFT_SIDE OF THE LEFT KNEE CAP. MAINTAINER THEN FELL TO THE GROUND AND IS CURRENTLY LIMPING DUE TO THE I_NJURY. MAINTAINER NOTICED SMALL CUT ON THE LEFT SI",0,0
2018-08-25,68502,LI,D,N,NEW YORK,70,"Police Officers were advised of a male who fell down the steps that lead from the exit concourse to_the platform for tracks 18/19. Officers arrived on scene and observed a man laying on the floor, ble_eding form his nose, with bruising and swelling to",0,0
2018-08-27,68364,LI,A,N,QUEENS,58,"While repositioning a bracket in vise, bracket sprung and hit/cut Mr. Corsini in the right cheek._NA_NA",0,0
2018-08-29,68388,LI,A,N,NEW YORK,68,"Employee was bracing himself in the doorway of the bathroom while train was in motion, and when the_train braked the bathroom door slammed closed on the employees right hand._NA",0,0
2018-08-29,68353,LI,E,Y,NASSAU,59,At approximately 10:17pm train 182 fatally struck an adult male (approximately 40 years of age) tres_passer at the west end of Massapequa station. The train was traveling at approximately 40 MPH coming_into the Massapequa Station for a station stop wh,0,0
2018-08-29,68389,LI,A,N,KINGS,53,Manager slipped in the mens room in AAT due to it being wet. Manager felt a tweak on his back as a r_esult._NA,0,0
2018-08-30,68501,LI,D,N,NASSAU,70,Female stated to Police Officers that she was walking up the escalator leading to track number one w_hile holding a cup of coffee and then she fell forward.. Her left knee came in contact with the edge_of the escalator step causing a laceration to her,0,0
2018-09-04,68421,LI,A,N,SUFFOLK,99,Employee was conductor of Train 3200 when they struck a trespasser._NA_NA,0,0
2018-09-04,68447,LI,E,N,SUFFOLK,59,"On Tuesday,September 4, 2018, Train NO. 3200 reported striking a trespasser just east of mile post 7_2, 100 feet of Mill Road Crossing (4th crossing west of Riverhead Station). Engineer reported an adu_lt Caucasian male, approximately 30y ears old, lay",40.917867,-72.69041
2018-09-05,68420,LI,A,N,SUFFOLK,99,Employee felt pain in her abdomen when opening a storm door. Employee is pregnant._NA_NA,0,0
2018-09-05,68411,LI,A,N,NEW YORK,70,Employee slipped while climbing off equipment and injured both knees when he landed on his feet._NA_NA,0,0
2018-09-05,68412,LI,A,N,NASSAU,73,"While cutting a porteck bar with rail saw, sparks got behind employees chaps and burned their left c_alf_NA",0,0
2018-09-06,68454,LI,E,N,SUFFOLK,32,At 0833 hours on Thursday September 6th westbound passenger Train 2741 (4 car consist C3) was approa_ching the station when the engineer noticed a female running from the south side to the north side o_f 4th ave crossing in Bayshore.  As the train ente,40.725319,-73.252313
2018-09-09,68427,LI,A,N,NEW YORK,70,"Employee fell in the gap on Track 19 in PSNY. Employee injured right thigh, hand and thumb._NA_NA",0,0
2018-09-10,68434,LI,A,N,QUEENS,35,"Employee fell off the train while climbing down due to a wet grab iron. Employee injured her left le_g, left arm, shoulder and neck._NA",0,0
2018-09-10,68504,LI,A,N,SUFFOLK,38,"Employee injured right neck, arm and shoulder opening a storm door._NA_NA",0,0
2018-09-11,68462,LI,A,N,SUFFOLK,52,"Possible pulled muscle/shoulder injury, finished the day of work. Lost no time day of accident, woke_up in worse pain this morning._NA",0,0
2018-09-12,68460,LI,A,N,NASSAU,99,Left hand below thumb laceration. While stripping back 2MCM cable employee left hand_NA_NA,0,0
2018-09-13,68625,LI,C,N,SUFFOLK,53,Injured slipped on a small puddle on the train. Injured stated she was wearing flats and not sandals_._NA,0,0
2018-09-14,68448,LI,A,N,SUFFOLK,54,Brian was walking in parking lot near 17 track east end; he rolled his right ankle and hit the groun_d. He sustained abrasions on right and left hand and right knee and swollen right ankle._NA,0,0
2018-09-14,68632,LI,C,N,NASSAU,58,"Passenger was walking through storm doors, storm door hit her toe, pulling her right foot toe nail o_ff. Passenger stated on ARNE:  Going through storm doors, 2nd toenail got ripped off, bleeding badly_, passenger gave me 2 band aids, lots of pain & bl",0,0
2018-09-16,68657,LI,F,N,QUEENS,09,While investigating the HVAC leak Takahashi-san and Kurahara-san went onto the roof to inspect the f_an area. Shibata-san and Mr. Lugo were inside the car performing their own checks on the HVAC and tu_rned on the HVAC C/B. Upon hearing abnormal sounds,0,0
2018-09-16,68449,LI,A,N,QUEENS,58,Employee was changing out a traction motor when hand got caught. Left hand middle fingertip wedged b_etween wrench and motor._NA,0,0
2018-09-21,68638,LI,C,N,NASSAU,34,"Passenger was changing seats as the train was departing Centre Avenue, she lost balance and hit her_head on the window frame._NA",0,0
2018-09-22,68487,LI,A,N,NASSAU,68,EMPLOYEE WAS INSTALLING BOLT INTO JT BAR WHEN ANOTHER EMPLOYEE SWUNG A SLEDGE HAMMER TO SET THE JOIN_T BAR AND HIT EMPLOYEE'S FINGER._NA,0,0
2018-09-22,68515,LI,C,N,NASSAU,32,TRAIN 8056 STRUCK A VEHICLE AT THE MERRITTS ROAD CROSSING. ONE PASSENGER ON THE TRAIN COMPLAINED OF_NECK PAIN AND WAS TRANSPORTED TO HOSPITAL. +40._NA,40.731723,-73.459635
2018-09-25,68489,LI,A,N,QUEENS,05,Employee was stung in neck and chest by a bee._NA_NA,0,0
2018-09-25,68631,LI,C,N,SUFFOLK,70,"Passenger states:  `The door did not open on the left side of the car, went to exit on the right sid_e of door, door closed on me, I was pulling a backpack on wheels, one leg fell into gap and I fell t_o the ground on the platform. Body twisted in fall",0,0
2018-09-26,68499,LI,A,N,KINGS,99,Employee strained back closing a window._NA_NA,40.7527,-73.9725
2018-09-26,68630,LI,D,N,NASSAU,70,"On Wednesday, September 26, 2018 at approximately 1737 hours, Central advised officers to respond to_the Hicksville station for a report of a female who fell down while on the escalator. While respond_ing Central redirected officers to the Nassau Coun",0,0
2018-09-29,68543,LI,A,N,QUEENS,17,"While parked in 116b at Douglaston Station, employee was rear ended by 066L. In the next few days em_ployee began to feel pain and discomfort in back._NA",40.769148,-73.748091
2018-09-29,68534,LI,A,N,QUEENS,68,WHILE SETTING SCREW LAGS INTO TIE PLATE EMPLOYEE E. VEGA HAD FINGERS UNDER PLATE WHILE IT WAS BEING_LOCKED DOWN PINCHING FINGER._NA,0,0
2018-09-29,68535,LI,A,N,QUEENS,38,Employee stated that he strained his back lifting a 4` Steel Valve._NA_NA,40.7527,-73.9725
2018-09-29,68525,LI,A,N,NASSAU,38,"Employee strained neck, right arm and back opening a cab window._NA_NA",40.7527,-73.9725
2018-10-01,68566,LI,A,N,QUEENS,34,"EMPLOYEE REPORTED THAT HE WAS WALKING ONTO THE PLATFORM AREA OF THE GANG FOREMAN'S SECOND FLOOR OFFI_CE AREA AND LOST HIS BALANCE. THIS RESULTED IN HIS FALLING, TWISTING HIS KNEE, AND HE NOW HAS PAIN I_N THE LEFT ELBOW AND SHOULDER.",0,0
2018-10-02,68634,LI,D,N,QUEENS,70,"Passenger exited train and tripped over wheelie bag on the platform (D)  ems,  transported to jamaic_a hosp_NA",0,0
2018-10-04,68569,LI,A,N,NEW YORK,70,Employee reports while cranking a switch at WSSY he slipped and fell causing his back to hurt._NA_NA,0,0
2018-10-04,68656,LI,D,N,QUEENS,51,"ARNE: EMPLOYEE DAVID BLEVERE REPORTS: 0615 PM Jamaica PLATFORM D TOP OF ESCALATOR, CUSTOMER FELL GET_TING OFF ESCALATOR.  NO WITNESSES,  NO SPECIFIC INJURY NOTED NO IMPAIREMENT, NO PLATFORM DEFECTS, CA_RRYING 1 SUITCASE 2 SHOULDER BAGS.   CUSTOMER ARNE",0,0
2018-10-06,68568,LI,A,N,NASSAU,70,"Employee slipped off of line truck, landed on the ground head first causing neck and spinal pain._NA_NA",0,0
2018-10-06,68763,LI,D,N,NEW YORK,70,"POLICE: 1220 HRS, 64 YO FEMALE FELL WHILE LOOKING AT THE MAIN GATE BOARD IN PENN STATION  AND WALKIN_G AT THE SAME TIME. HE DAUGHTER WAS CALLED LATER TO HELP TRANSLATE.  INJURED WAS LOOKING AT THE  DEP_ARTURE BOARD  SHE WAS TAKEN TO MT SINAI ROOSEVELT",0,0
2018-10-08,68758,LI,D,N,SUFFOLK,70,"10 8 18  POLICE REPORT: 2241 HRS CALLED BO BABYLON STATION PLATFORM A. FEMALE LOST FOOTING AND HIT A_N ADVERTISEMENT BOARD ON  PLATFORM WITH HER HEAD, REMOVED TO GOOD SAMARITAN HOSPITAL FOR TREATMENT._NA",0,0
2018-10-10,68601,LI,A,N,QUEENS,58,"While removing bottom of toilet shroud the top cover of toilet shroud became dislodged and fell onto_right hand injuring his little finger, middle finger, and ring finger._NA",0,0
2018-10-10,68650,LI,C,N,NEW YORK,70,ARNE REPORT: EMPLOYEE STATES: CUSTOMER WHILE DETRAINING 715 PASSENGER INJURED HER RIGHT LEG AND KNEE_WHEN SHE FELL INTO GAP.  SUBJECT AREA/ PLAFORM WAS NOT COMPROMISED.  FURTHER: PASSENGER FELT SHE WA_S BEING RUSHED OFF DUE TO CROWD EXITING AND WAS NO,0,0
2018-10-10,68577,LI,A,N,SUFFOLK,70,"Employee fell while walking on the ROW, north of ML1 by Easton Street (Ronkonkoma vicinity) and inju_red his left shoulder._NA",0,0
2018-10-11,68750,LI,C,N,NASSAU,34,"0907 HRS POLICE REPORT AT THE SYOSSET STATION FEMALE SITTING ON BENCH IN TICKET OFFICE. Aided saidth_at while on board e/b train while it was stopping at Syosset 0900,  she fell into the chair arm rest_and complained of pain to her right side rib ar",0,0
2018-10-11,68755,LI,C,N,NASSAU,36,"POLICE REPORT: 10 11 18  1445  HRS,  OFFICERS TO FREEPORT STATION  FOR MALE JOSE OSWALDO STATES HE W_AS STUCK BY A NEEDLE ON BOARD A TRAIN WHEN HE SAT DOWN IN A TRAIN SEAT AT FREEPORT STATION.  HE IS F_ROM EL SALVADOR WITH ID    6 16 1961 DOB  FELT A P",0,0
2018-10-14,68764,LI,D,N,QUEENS,70,"POLICE: 1003 HRS, CENTRAL ADVISED AT JAMAICA STATION FEMALE COMPLAINED OF KNEE, HEAD PAIN SHE SATES_SHE WAS FEELING PAIN IN BOTH KNEES , HEAD AND HANDS FROM TRIPPING WHILE GOING UP STAIRS LOCATED AT L_IRR ST ALBANS STATION.    SHE WAS SENT TO JAMAICA",0,0
2018-10-14,68765,LI,D,N,NASSAU,70,"POLICE   2212 HRS,   FEMALE TRIPPED AND FELL DOWN STAIRCASE AT BALDWIN STATION.   SHE WAS BROUGHT TO_S NASSAU COMM HOSPITAL  A WITNESS KNOWN AS TOM SAID SHE WAS UNSTEADY ON HER FEET, HE TOLE HER TO US_E THE HANDRAIL,  AND THEN FELL DOW STAIRS.   AT TH",0,0
2018-10-15,68621,LI,A,N,NEW YORK,71,"Employee was struck in the head by a cab door, due to the interior storm doors being chocked open wh_ile the train was moving. Injury occurred on 10/15/18. Employee reported it on 10/18/15 but did not_have time to complete the paperwork. Employee fina",0,0
2018-10-15,68620,LI,A,N,SUFFOLK,07,Employee felt a pop in knee while exiting bobcat._NA_NA,0,0
2018-10-15,68683,LI,A,N,NASSAU,82,"Loading rebar, hand pinched between rebar & truck._NA_NA",0,0
2018-10-16,68695,LI,C,N,QUEENS,70,"PASSENGER ARNE, AS PASSENGER WAS ATTEMPTING TO EXIT TRAIN PASSENGER'S WERE TRYING TO ENTER AND PUSHE_D HER FOOT GOT CAUGHT IN THE GAP ANS SHE FELL.  POLICE REPORT LATER SAYS SHE SCRAPED HER LEFT SHIN._NA",0,0
2018-10-16,68761,LI,D,N,NEW YORK,70,POLICE REPORT: PENN STATION PLATFORM 20/21 STAIRS MAIN GATE AREA.  FOUND AIDED SITTING ON BOTTOM STE_P DOB 9 1 1982 TWISTED HER ANKLE AN FELL ON LAST STEP OF STAIRCASE CAUSING PAIN TO HER ANKLE.  EMS R_EQUESTED.   SHE WENT TO ROOSEVELT HOSPITAL FOR EVA,0,0
2018-10-17,68602,LI,A,N,SUFFOLK,32,EMPLOYEE WAS THE A/C OF TRAIN 5001 WHEN IT STRUCK A TRESPASSER AT POND ROAD CROSSING._NA_NA,40.806907,-73.120103
2018-10-17,68619,LI,A,N,QUEENS,70,Employee twisted left ankle on large gap between the crossing pads while entering Truck 236T after l_oading with lights and generators after working overnight._NA,0,0
2018-10-19,68745,LI,F,N,SUFFOLK,09,Contractor was cutting vegetation along the Right of Way for the LIRR.   The employee broke their an_kle when the chipper ran over left ankle._NA,0,0
2018-10-20,68616,LI,A,N,SUFFOLK,07,"Employee was unhooking the F-end overhead HVAC access panel door, and it swung down. Employee attemp_ted to catch the door mid swing, and heard a pop in his right shoulder._NA",0,0
2018-10-22,68617,LI,A,N,NASSAU,54,"Employeeslipped on the plastic grate in front of the stairs leading to the upper parking deck, and h_urt her knee._NA",0,0
2018-10-24,68670,LI,A,N,SUFFOLK,99,Employee felt a pop in left bicep while climbing up a wood PSEG telephone pole._NA_NA,0,0
2018-10-24,68660,LI,A,N,QUEENS,38,"Employee was spinning wheel to check hi-speed end play, on an M7 wheelset. EE felt sharp pain in lef_t elbow area and now radiating into fingers._NA",0,0
2018-10-24,68633,LI,A,N,QUEENS,70,EMPLOYEE TRIPPED OVER A TENSION BAR IN BETWEEN THE GAGE OF THE RAIL WHILE WALKING IN THE STORAGE YAR_D._NA,0,0
2018-10-24,68748,LI,D,N,SUFFOLK,70,10 24 18  POLICE RESPONDING 0453 HRS.  CENTRAL ISLIP STATION. MR HERB COOPER SAID HE WAS WALING UP L_EFT SIDE STAIRCASE TO THE PLATFORM AND FELL DOWN HIT HIS HEAD ON RAILING OF STAIRCASE.  WEARING SNEA_KERS.  CLEAR DRY STAIRWELL.  HE WAS BROUGHT TO SOU,0,0
2018-10-26,68703,LI,D,N,NEW YORK,70,"CUSTOMERS ARNE REPORTS: I TRIPPED ON A RAISED SURFACE ( YELLOW SAFETY STRIP) MY FOOT GOT CAUGHT IN T_HE SAFETY STRIP. i HAVE A TEAR IN MY RIGHT KNEE LIGAMENT DR JONATHAN OWENS, OF MASSAPEQUA SAW ME_NA",0,0
2018-10-28,68671,LI,A,N,SUFFOLK,54,"While carrying a 136 joint bar, tripped on scrap rail, fell and hit head._NA_NA",0,0
